VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,PID,REG_DATE,USERID,REG_USER_NAME
45,1304564,101711988,140,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711989,141,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711990,142,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711991,143,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711992,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711993,145,LEFT,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,"2SLR 경우, LEFT측 COLUMN",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711994,146,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711995,147,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711996,148,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711997,149,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711998,150,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400111G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711999,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712000,152,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712001,153,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712002,154,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712003,155,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712004,156,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712005,157,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400112G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712006,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712007,159,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712008,160,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712009,161,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712010,162,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712011,163,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712012,164,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101712013,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
