VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,PID,REG_DATE,USERID,REG_USER_NAME
44,1264930,67917099,162,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,32400113G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917100,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711849,1,INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711850,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALL,CAL_NEX_TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX_TYPE,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711851,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BECM},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711852,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PE324A_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENTRANCE COLUMN,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711853,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711854,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PE324A_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2SLR(LEFT, RIGHT 구분용)",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711855,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711856,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711857,9,,EL_ATYP,?US?,EL_ACD2,?ASME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US EXPORT,북미수출형,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711858,10,,EL_ABRAND,?NEX?,EL_BWMT,",?NEX?,?NXE?,?NXP?,VISC,NEOD,NEOD_A1",EL_AOPEN,1SCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX,"표준 NEX PACKAGE , NEX PLUS",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711859,11,,NEX_TYPE,",NEX_NEW,NEX_PLUS,NEX_ECO",EL_AOPEN,?2S?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX SIDE OPEN,"NEX SIDE OPEN (STANDARD, PLUS 의장)",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711860,12,,EL_ABRAND,NEO_MRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEO_MRL,NEO PACKAGE,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711861,13,,EL_AOPEN,?CO?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711862,14,,EL_AOPEN,2SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SR,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711863,15,,EL_AOPEN,2SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SL,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711864,16,,EL_AOPEN,2SLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SLR,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711865,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711866,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711867,19,MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711868,20,US EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711869,21,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SL,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,N,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711870,22,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SR,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,N,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711871,23,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SLR,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,Y,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G01{MATERIAL_CODE},EL_PE324A_2,32400025G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711872,24,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SR,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711873,25,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SL,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711874,26,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SLR,EL_ECHH,,EL_ECCH,,EL_ETHRU,Y,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G01{MATERIAL_CODE},EL_PE324A_2,32400439G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711875,27,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400491G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711876,28,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400491G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711877,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711878,30,NEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711879,31,,EL_BMDL,",NEX_BB,NEX_GW",EL_AOPEN,1SCO,EL_BECM,SUSMIR_304,EL_ECHH,,EL_ECCH,,EL_DCFGAD,",N,TRANSOM_NOTOUCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400124G9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711880,32,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G01SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711881,33,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G02SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711882,34,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G03SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711883,35,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,,EL_ECCH,,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G91SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711884,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711885,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711886,38,NEX SIDE OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711887,39,,EL_AOPEN,2SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM02},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX 스탠다드 SIDE OPEN은 COLUMN 이 입력되지 않아 2SR일때 2번벽 재질,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711888,40,,EL_AOPEN,2SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM10},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX 스탠다드 SIDE OPEN은 COLUMN 이 입력되지 않아 2SL일때 10번벽 재질,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711889,41,,EL_AOPEN,2SLR,NEX_TYPE,",NEX_ECO,NEX_PLUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM02},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEX PLUS SIDE OPEN, 관통 은 COLUMN 이 입력되지 않아 2SLR일때 2번벽 재질",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711890,42,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711891,43,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711892,44,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711893,45,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711894,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711895,47,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711896,48,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711897,49,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711898,50,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711899,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711900,52,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G01{MATERIAL_CODE},EL_PE324A_2,32400136G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711901,53,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G91{MATERIAL_CODE},EL_PE324A_2,32400136G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711902,54,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G01{MATERIAL_CODE},EL_PE324A_2,32400143G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711903,55,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G91{MATERIAL_CODE},EL_PE324A_2,32400143G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711904,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711905,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711906,58,NEO_MRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711907,59,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G01SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711908,60,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G02SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711909,61,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G03SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711910,62,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,,EL_ECCH,,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G91SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711911,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711912,64,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711913,65,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.2,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711914,66,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.2,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711915,67,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.2,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711916,68,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.2,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711917,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711918,70,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.5,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711919,71,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.5,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
